,user_ID,followers_count,user_location,user_description,date,text,hashtags,clean_tweet,Similarity Score: Diagnosis,Similarity Score: Experience,Similarity Score: Impact,Similarity Score: Stats,Similarity Score: Treatment,Most Similar
0,8.29318e+17,294,Eora Nation,PhD candidate in gender and cultural studies @Sydney_Uni. He/him.,10/27/2021 11:59,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
1,415086641.0,432,London,Children’s Book Illustrator 🎨 & former @pathwaysinto Mentee 🖍️ https://t.co/13CCOFiD3f 🖍 Represented by @HemingwayLorna @BLM_Agency,10/27/2021 11:51,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['ocd'],new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
2,1.31198e+18,17,,"One of the greatest regrets in life is being what others would want you to be, rather than being yourself.

Shannon L. Alder",10/27/2021 11:26,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['oknottobeok'],new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
3,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 11:25,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
4,8.85312e+17,981,Hell,"A free thinker and freelance writer

follow me on
Readcash: https://t.co/y6u8LRptoP
HiveBlog: https://t.co/PYIoXZodvV",10/27/2021 11:06,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
5,8.94509e+17,9,Mayfair,Stress reduction and personal  transformation clinic in London Mayfair.,10/27/2021 11:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['depression', 'mentalhealth']",new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
6,48743186.0,63955,lilybaileyuk@gmail.com,"Writer and oversharing dog mum. Author of Because We Are Bad, a book about living with #OCD. Hosting #OCDTalkHour on Twitter every Wednesday 7pm UK time",10/27/2021 11:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCDTalkHour', 'OCD']",new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
7,20533552.0,140326,UK,The UK's leading anxiety charity.   For support call 03444 775 774 or ask Anxia at https://t.co/M60j4pn9yZ.   We're sorry we can't provide direct support via Twitter.,10/27/2021 11:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Obsessive', 'Compulsive', 'Disorder', 'OCD', 'anxiety']",new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
8,2244058202.0,2004,,"Fairly normal lady, my opinions are my own, retweet’s are not endorsements. No DM’s #freethechildren #commonsense #criticalthinking #ifollowback",10/27/2021 10:59,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['yesitidiedup'],new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
9,1.42727e+18,2,"London, England",,10/27/2021 10:56,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Obsessive', 'disorder']",new research out finds that acupuncture reduces depression amp enhances ssri performance we ve always known how beneficial it is so its good to have the evidence to back it up acupuncture can really help mentalhealth ,0.26353907585144043,0.20639924705028534,0.21018195152282715,0.07244464010000229,0.4406452476978302,Treatment
